"id";"Day";"Len";"State";"EV";"Dem";"GOP";"Ind";"Date";"Pollster"
342;108.5;4;"New Jersey";14;54;38;"";"Apr-19";"Monmouth U.-4"
343;45.0;5;"New Jersey";14;53;35;"";"Feb-16";"Fairleigh Dickinson U.-5"
344;274.5;2;"New Mexico";5;53;39;"";"Oct-01";"PPP-2"
345;242.5;8;"New Mexico";5;54;39;"";"Sep-02";"Research and Polling-8"
346;164.5;2;"New Mexico";5;53;39;"";"Jun-13";"PPP-2"
347;111.5;2;"New Mexico";5;52;40;"";"Apr-21";"PPP-2"
348;4.5;4;"New Mexico";5;54;46;"";"Jan-06";"Emerson Coll.-4"
349;272.0;3;"New York";29;61;29;"";"Sep-29";"Siena Coll.-3"
350;234.5;2;"New York";29;63;32;"";"Aug-22";"PPP-2"
351;176.0;3;"New York";29;57;32;"";"Jun-25";"Siena Coll.-3"
352;140.0;5;"New York";29;57;32;"";"May-21";"Siena Coll.-5"
353;123.0;5;"New York";29;55;32;"";"May-04";"Quinnipiac U.-5"
354;112.0;5;"New York";29;65;29;"";"Apr-23";"Siena Coll.-5"
355;84.0;5;"New York";29;58;33;"";"Mar-26";"Siena Coll.-5"
356;49.0;5;"New York";29;55;36;"";"Feb-20";"Siena Coll.-5"
357;279.0;3;"North Carolina";15;49;44;"";"Oct-06";"Redfield and Wilton Strategies-3"
358;278.5;2;"North Carolina";15;50;46;"";"Oct-05";"PPP-2"
359;277.0;3;"North Carolina";15;50;47;"";"Oct-04";"East Carolina U.-3"
360;276.5;8;"North Carolina";15;47;47;"";"Oct-06";"Ipsos-8"
361;268.5;4;"North Carolina";15;47;45;"";"Sep-26";"Redfield and Wilton Strategies-4"
362;267.5;4;"North Carolina";15;48;46;"";"Sep-25";"YouGov-4"
363;265.5;8;"North Carolina";15;48;49;"";"Sep-25";"U. of Mass.-8"
364;264.0;5;"North Carolina";15;46;45;"";"Sep-22";"Meredith Coll.-5"
365;262.5;4;"North Carolina";15;44;45;"";"Sep-20";"Harper Polling-4"
366;261.0;3;"North Carolina";15;51;49;"";"Sep-18";"Emerson Coll.-3"
367;257.5;4;"North Carolina";15;47;45;"";"Sep-15";"Redfield and Wilton Strategies-4"
368;257.5;6;"North Carolina";15;45;44;"";"Sep-16";"Siena Coll.-6"
369;257.5;6;"North Carolina";15;47;47;"";"Sep-16";"Ipsos-6"
370;256.5;4;"North Carolina";15;47;43;"";"Sep-14";"Suffolk U.-4"
371;255.0;5;"North Carolina";15;47;47;"";"Sep-13";"SurveyUSA-5"
372;255.0;5;"North Carolina";15;49;46;"";"Sep-13";"SSRS-5"
373;251.5;2;"North Carolina";15;48;49;"";"Sep-08";"Pulse Opinion Research-2"
374;249.5;16;"North Carolina";15;45;43;"";"Sep-13";"Kaiser/Cook-16"
375;246.5;12;"North Carolina";15;48;48;"";"Sep-08";"Benenson Strategy/GS Strategy-12"
376;245.0;5;"North Carolina";15;43;44;"";"Sep-03";"Redfield and Wilton Strategies-5"
377;243.5;4;"North Carolina";15;48;46;"";"Sep-01";"Monmouth U.-4"
378;243.5;4;"North Carolina";15;50;46;"";"Sep-01";"Fox News-4"
379;242.5;2;"North Carolina";15;47;49;"";"Aug-30";"East Carolina U.-2"
380;238.5;10;"North Carolina";15;49;47;"";"Aug-30";"Morning Consult-10"
381;231.5;10;"North Carolina";15;49;46;"";"Aug-23";"Morning Consult-10"
382;229.5;2;"North Carolina";15;44;46;"";"Aug-17";"Redfield and Wilton Strategies-2"
383;225.5;2;"North Carolina";15;47;47;"";"Aug-13";"East Carolina U.-2"
384;222.0;3;"North Carolina";15;49;51;"";"Aug-10";"Emerson Coll.-3"
385;221.0;5;"North Carolina";15;45;44;"";"Aug-10";"Harper Polling-5"
386;219.5;2;"North Carolina";15;47;48;"";"Aug-07";"Pulse Opinion Research-2"
387;212.5;2;"North Carolina";15;49;46;"";"Jul-31";"PPP-2"
388;211.5;4;"North Carolina";15;48;44;"";"Jul-31";"YouGov-4"
389;205.5;2;"North Carolina";15;49;46;"";"Jul-24";"PPP-2"
390;204.0;3;"North Carolina";15;44;40;"";"Jul-23";"Zogby Analytics-3"
391;203.5;10;"North Carolina";15;47;47;"";"Jul-26";"Morning Consult-10"
392;202.0;3;"North Carolina";15;43;42;"";"Jul-21";"Redfield and Wilton Strategies-3"
393;200.0;9;"North Carolina";15;51;44;"";"Jul-22";"Marist Coll.-9"
394;189.5;2;"North Carolina";15;50;46;"";"Jul-08";"PPP-2"
395;175.5;4;"North Carolina";15;45;44;"";"Jun-25";"East Carolina U.-4"
396;174.5;2;"North Carolina";15;48;46;"";"Jun-23";"PPP-2"
397;173.5;4;"North Carolina";15;47;45;"";"Jun-23";"Fox News-4"
398;167.5;4;"North Carolina";15;46;40;"";"Jun-17";"Redfield and Wilton Strategies-4"
399;165.0;11;"North Carolina";15;49;40;"";"Jun-18";"Siena Coll.-11"
400;154.5;2;"North Carolina";15;49;45;"";"Jun-03";"PPP-2"
401;148.0;3;"North Carolina";15;44;47;"";"May-28";"Harper Polling-3"
402;137.5;10;"North Carolina";15;42;42;"";"May-21";"Neighborhood Research and Media-10"
403;133.0;5;"North Carolina";15;45;43;"";"May-14";"Redfield and Wilton Strategies-5"
404;132.0;5;"North Carolina";15;47;47;"";"May-13";"Meeting Street Insights-5"
405;129.0;3;"North Carolina";15;43;46;"";"May-09";"East Carolina University-3"
406;124.0;3;"North Carolina";15;49;46;"";"May-04";"Civiqs-3"
407;118.5;2;"North Carolina";15;47;40;"";"Apr-28";"Meredith College-2"
408;115.5;4;"North Carolina";15;50;45;"";"Apr-26";"SurveyUSA-4"
409;111.5;2;"North Carolina";15;49;46;"";"Apr-21";"PPP-2"
410;105.5;2;"North Carolina";15;48;47;"";"Apr-15";"PPP-2"
411;97.0;3;"North Carolina";15;42;49;"";"Apr-07";"Harper Polling-3"
412;58.5;2;"North Carolina";15;48;46;"";"Feb-28";"East Carolina U.-2"
413;56.0;5;"North Carolina";15;45;49;"";"Feb-27";"Marist Coll.-5"
414;48.0;5;"North Carolina";15;46;44;"";"Feb-19";"Climate Nexus-5"
415;45.5;4;"North Carolina";15;45;49;"";"Feb-16";"WRAL-TV-4"
416;45.5;4;"North Carolina";15;49;45;"";"Feb-16";"SurveyUSA-4"
417;64.0;3;"North Dakota";3;38;55;"";"Mar-05";"DFM Research-3"
418;30.0;5;"North Dakota";3;38;57;"";"Feb-01";"DFM Research-5"
419;278.0;5;"Ohio";18;45;44;"";"Oct-06";"Siena Coll.-5"
420;278.0;9;"Ohio";18;45;47;"";"Oct-08";"Baldwin Wallace U.-9"
421;275.0;3;"Ohio";18;47;47;"";"Oct-02";"YouGov-3"
422;265.5;4;"Ohio";18;50;45;"";"Sep-23";"Fox News-4"
423;263.0;5;"Ohio";18;48;47;"";"Sep-21";"Quinnipiac U.-5"
424;259.0;15;"Ohio";18;45;44;"";"Sep-22";"Baldwin Wallace U.-15"
425;257.0;5;"Ohio";18;45;48;"";"Sep-15";"Civiqs-5"
426;245.5;2;"Ohio";18;51;47;"";"Sep-02";"Pulse Opinion Research-2"
427;238.5;10;"Ohio";18;45;50;"";"Aug-30";"Morning Consult-10"
428;228.0;5;"Ohio";18;47;47;"";"Aug-17";"Civiqs-5"
429;213.0;7;"Ohio";18;47;46;"";"Aug-03";"TargetSmart-7"
430;204.5;4;"Ohio";18;45;46;"";"Jul-24";"YouGov-4"
431;204.0;3;"Ohio";18;43;41;"";"Jul-23";"Zogby Analytics-3"
432;203.5;10;"Ohio";18;45;48;"";"Jul-26";"Morning Consult-10"
433;197.5;2;"Ohio";18;50;46;"";"Jul-16";"Pulse Opinion Research-2"
434;186.5;22;"Ohio";18;46;42;"";"Jul-15";"U. of Akron-22"
435;172.0;5;"Ohio";18;46;45;"";"Jun-22";"Quinnipiac U.-5"
436;152.5;4;"Ohio";18;45;43;"";"Jun-02";"Fox News-4"
437;130.0;3;"Ohio";18;49;51;"";"May-10";"Emerson Coll.-3"
438;113.5;6;"Ohio";18;45;44;"";"Apr-25";"Baldwin Wallace U.-6"
439;81.0;9;"Ohio";18;43;47;"";"Mar-25";"Baldwin Wallace U.-9"
440;72.5;6;"Ohio";18;49;45;"";"Mar-15";"Marist Coll.-6"
441;249.0;7;"Oklahoma";7;35;60;"";"Sep-08";"Sooner Poll-7"
442;155.5;2;"Oklahoma";7;36;55;"";"Jun-04";"Amber Integrated-2"
443;66.5;4;"Oklahoma";7;33;57;"";"Mar-08";"Amber Integrated-4"
444;42.5;4;"Oklahoma";7;34;62;"";"Feb-13";"Cole Hargrave Snodgrass-4"
445;271.5;4;"Oregon";7;56;39;"";"Sep-29";"Civiqs-4"
446;249.5;6;"Oregon";7;51;39;"";"Sep-08";"DHM Research-6"
447;279.0;3;"Pennsylvania";20;49;42;"";"Oct-06";"Redfield and Wilton Strategies-3"
448;278.5;2;"Pennsylvania";20;50;45;"";"Oct-05";"Emerson Coll.-2"
449;278.0;9;"Pennsylvania";20;50;45;"";"Oct-08";"Baldwin Wallace U.-9"
450;277.0;5;"Pennsylvania";20;54;41;"";"Oct-05";"Quinnipiac U.-5"
451;276.0;5;"Pennsylvania";20;54;43;"";"Oct-04";"Monmouth U.-5"
452;276.0;7;"Pennsylvania";20;50;45;"";"Oct-05";"Ipsos-7"
453;275.0;3;"Pennsylvania";20;49;42;"";"Oct-02";"Siena Coll.-3"
454;275.0;3;"Pennsylvania";20;51;44;"";"Oct-02";"YouGov-3"
455;270.0;3;"Pennsylvania";20;49;40;"";"Sep-27";"Siena Coll.-3"
456;269.0;3;"Pennsylvania";20;50;45;"";"Sep-26";"TIPP-3"
457;268.0;3;"Pennsylvania";20;50;44;"";"Sep-25";"Redfield and Wilton Strategies-3"
458;267.5;6;"Pennsylvania";20;54;45;"";"Sep-26";"Langer Research-6"
459;265.5;4;"Pennsylvania";20;51;44;"";"Sep-23";"Fox News-4"
460;261.0;7;"Pennsylvania";20;48;42;"";"Sep-20";"Franklin+Marshall Coll.-7"
461;259.5;12;"Pennsylvania";20;49;45;"";"Sep-21";"YouGov-12"
462;259.0;15;"Pennsylvania";20;47;45;"";"Sep-22";"Baldwin Wallace U.-15"
463;257.5;6;"Pennsylvania";20;49;46;"";"Sep-16";"Ipsos-6"
464;257.0;3;"Pennsylvania";20;49;44;"";"Sep-14";"Redfield and Wilton Strategies-3"
465;257.0;5;"Pennsylvania";20;52;45;"";"Sep-15";"Civiqs-5"
466;253.5;4;"Pennsylvania";20;48;43;"";"Sep-11";"Climate Nexus-4"
467;248.5;4;"Pennsylvania";20;51;44;"";"Sep-06";"TargetSmart-4"
468;247.5;8;"Pennsylvania";20;53;44;"";"Sep-07";"Marist Coll.-8"
469;246.5;12;"Pennsylvania";20;49;46;"";"Sep-08";"Benenson Strategy/GS Strategy-12"
470;245.0;5;"Pennsylvania";20;48;43;"";"Sep-03";"Redfield and Wilton Strategies-5"
471;243.0;5;"Pennsylvania";20;52;44;"";"Sep-01";"Quinnipiac U.-5"
472;242.5;4;"Pennsylvania";20;49;46;"";"Aug-31";"Monmouth U.-4"
473;239.0;3;"Pennsylvania";20;48;48;"";"Aug-27";"Pulse Opinion Research-3"
474;238.5;10;"Pennsylvania";20;49;45;"";"Aug-30";"Morning Consult-10"
475;233.0;7;"Pennsylvania";20;49;42;"";"Aug-23";"Franklin+Marshall Coll.-7"
476;229.5;2;"Pennsylvania";20;48;41;"";"Aug-17";"Redfield and Wilton Strategies-2"
477;228.0;5;"Pennsylvania";20;51;44;"";"Aug-17";"Civiqs-5"
478;227.0;7;"Pennsylvania";20;49;45;"";"Aug-17";"Muhlenberg Coll.-7"
479;222.0;3;"Pennsylvania";20;53;47;"";"Aug-10";"Emerson Coll.-3"
480;218.5;4;"Pennsylvania";20;49;43;"";"Aug-07";"YouGov-4"
481;205.0;7;"Pennsylvania";20;50;41;"";"Jul-26";"Franklin+Marshall Coll.-7"
482;204.0;3;"Pennsylvania";20;44;43;"";"Jul-23";"Zogby Analytics-3"
483;203.5;10;"Pennsylvania";20;50;42;"";"Jul-26";"Morning Consult-10"
484;202.0;3;"Pennsylvania";20;48;41;"";"Jul-21";"Redfield and Wilton Strategies-3"
485;201.0;3;"Pennsylvania";20;50;39;"";"Jul-20";"Fox News-3"
486;197.5;2;"Pennsylvania";20;51;46;"";"Jul-16";"Pulse Opinion Research-2"
487;193.0;5;"Pennsylvania";20;52;42;"";"Jul-13";"Monmouth U.-5"
488;167.0;3;"Pennsylvania";20;49;39;"";"Jun-16";"Redfield and Wilton Strategies-3"
489;164.0;9;"Pennsylvania";20;50;40;"";"Jun-16";"Siena Coll.-9"
490;133.0;5;"Pennsylvania";20;48;39;"";"May-14";"Redfield and Wilton Strategies-5"
491;114.5;6;"Pennsylvania";20;49;43;"";"Apr-26";"Harper Polling-6"
492;111.5;2;"Pennsylvania";20;51;44;"";"Apr-21";"PPP-2"
493;110.5;4;"Pennsylvania";20;50;42;"";"Apr-21";"Fox News-4"
494;108.5;6;"Pennsylvania";20;46;40;"";"Apr-20";"Ipsos-6"
495;81.0;9;"Pennsylvania";20;45;46;"";"Mar-25";"Baldwin Wallace U.-9"
496;67.0;3;"Pennsylvania";20;46;40;"";"Mar-08";"YouGov-3"
497;47.0;9;"Pennsylvania";20;47;47;"";"Feb-20";"Muhlenberg Coll.-9"
498;46.5;10;"Pennsylvania";20;46;45;"";"Feb-20";"YouGov-10"
499;46.0;7;"Pennsylvania";20;50;42;"";"Feb-18";"Quinnipiac U.-7"
500;43.0;13;"Pennsylvania";20;47;42;"";"Feb-18";"Expedition Strategies-13"
501;2.0;1;"Rhode Island";4;55;40;"";"Jan-02";"Election 2016-1"
502;269.0;5;"South Carolina";9;47;48;"";"Sep-27";"Quinnipiac U.-5"
503;267.5;4;"South Carolina";9;42;52;"";"Sep-25";"YouGov-4"
504;259.5;10;"South Carolina";9;44;50;"";"Sep-20";"Morning Consult-10"
505;256.0;5;"South Carolina";9;45;51;"";"Sep-14";"Quinnipiac U.-5"
506;214.0;5;"South Carolina";9;42;47;"";"Aug-03";"Quinnipiac U.-5"
507;210.5;10;"South Carolina";9;44;49;"";"Aug-02";"Morning Consult-10"
508;145.5;4;"South Carolina";9;42;52;"";"May-26";"Civiqs-4"
509;60.5;4;"South Carolina";9;48;52;"";"Mar-02";"Emerson Coll.-4"
510;57.5;4;"South Carolina";9;42;48;"";"Feb-28";"AtlasIntel-4"
511;32.0;3;"South Carolina";9;40;52;"";"Feb-02";"East Carolina U.-3"
512;2.0;1;"South Dakota";3;32;62;"";"Jan-02";"Election 2016-1"
513;134.5;18;"Tennessee";11;42;51;"";"May-22";"SSRS-18"
514;117.5;10;"Tennessee";11;36;53;"";"May-01";"East Tennessee State U.-10"
515;29.0;3;"Tennessee";11;39;55;"";"Jan-30";"Mason-Dixon-3"
516;281.5;2;"Texas";38;50;49;"";"Oct-08";"PPP-2"
517;279.5;2;"Texas";38;44;51;"";"Oct-06";"Pulse Opinion Research-2"
518;278.5;4;"Texas";38;48;48;"";"Oct-06";"Civiqs-4"
519;273.5;10;"Texas";38;45;50;"";"Oct-04";"YouGov-10"
520;269.5;2;"Texas";38;48;48;"";"Sep-26";"PPP-2"
521;265.5;8;"Texas";38;46;50;"";"Sep-25";"U. of Mass.-8"
522;263.0;5;"Texas";38;45;50;"";"Sep-21";"Quinnipiac U.-5"
523;263.0;7;"Texas";38;43;46;"";"Sep-22";"Siena Coll.-7"
524;260.5;4;"Texas";38;46;48;"";"Sep-18";"YouGov-4"
525;245.5;2;"Texas";38;47;48;"";"Sep-02";"PPP-2"
526;243.5;6;"Texas";38;46;48;"";"Sep-02";"U. of Texas-6"
527;238.5;10;"Texas";38;47;48;"";"Aug-30";"Morning Consult-10"
528;234.5;2;"Texas";38;48;47;"";"Aug-22";"PPP-2"
529;221.5;10;"Texas";38;41;48;"";"Aug-13";"YouGov-10"
530;210.5;10;"Texas";38;47;46;"";"Aug-02";"Morning Consult-10"
531;203.5;10;"Texas";38;47;45;"";"Jul-26";"Morning Consult-10"
532;200.0;5;"Texas";38;45;44;"";"Jul-20";"Quinnipiac U.-5"
533;190.5;4;"Texas";38;45;46;"";"Jul-10";"YouGov-4"
534;185.0;9;"Texas";38;48;43;"";"Jul-07";"U. of Texas-9"
535;176.5;2;"Texas";38;48;46;"";"Jun-25";"PPP-2"
536;176.0;11;"Texas";38;44;48;"";"Jun-29";"YouGov-11"
537;173.5;4;"Texas";38;45;44;"";"Jun-23";"Fox News-4"
538;170.5;2;"Texas";38;46;48;"";"Jun-19";"PPP-2"
539;155.5;2;"Texas";38;48;48;"";"Jun-04";"PPP-2"
540;151.0;5;"Texas";38;43;44;"";"Jun-01";"Quinnipiac U.-5"
541;130.0;3;"Texas";38;48;52;"";"May-10";"Emerson Coll.-3"
542;118.5;2;"Texas";38;47;46;"";"Apr-28";"PPP-2"
543;113.5;10;"Texas";38;43;43;"";"Apr-27";"U. of Texas-10"
544;105.5;10;"Texas";38;44;49;"";"Apr-19";"YouGov-10"
545;58.5;8;"Texas";38;43;47;"";"Mar-02";"AtlasIntel-8"
546;56.0;5;"Texas";38;45;49;"";"Feb-27";"Marist Coll.-5"
547;55.0;5;"Texas";38;48;47;"";"Feb-26";"SSRS-5"
548;52.5;10;"Texas";38;44;45;"";"Feb-26";"U. of Texas-10"
549;35.5;10;"Texas";38;43;47;"";"Feb-09";"YouGov-10"
550;25.5;10;"Texas";38;44;46;"";"Jan-30";"U. of Texas-10"
551;18.5;6;"Texas";38;40;54;"";"Jan-21";"Data for Progress-6"
552;14.5;10;"Texas";38;46;51;"";"Jan-19";"Texas Lyceum-10"
553;274.0;9;"Utah";6;40;50;"";"Oct-04";"Y2 Analytics-9"
554;253.5;6;"Utah";6;35;53;"";"Sep-12";"RMG Research-6"
555;211.5;6;"Utah";6;31;50;"";"Aug-01";"RMG Research-6"
556;133.0;7;"Utah";6;41;44;"";"May-15";"Y2 Analytics-7"
557;85.5;10;"Utah";6;41;46;"";"Mar-30";"Y2 Analytics-10"
558;18.5;8;"Utah";6;31;49;"";"Jan-22";"RMG Research-8"
559;253.0;13;"Vermont";3;56;32;"";"Sep-15";"Braun Research-13"
560;259.0;13;"Virginia";13;48;43;"";"Sep-21";"Christopher Newport U.-13"
561;246.0;11;"Virginia";13;53;39;"";"Sep-07";"Virginia Commonwealth U.-11"
562;228.5;14;"Virginia";13;53;39;"";"Aug-22";"Roanoke Coll.-14"
563;203.5;10;"Virginia";13;52;41;"";"Jul-26";"Morning Consult-10"
564;197.0;9;"Virginia";13;50;39;"";"Jul-19";"Virginia Commonwealth U.-9"
565;130.5;14;"Virginia";13;51;39;"";"May-16";"Roanoke Coll.-14"
566;92.0;15;"Virginia";13;51;41;"";"Apr-08";"Virginia Commonwealth U.-15"
567;57.5;4;"Virginia";13;45;38;"";"Feb-28";"Hampton University-4"
568;44.5;10;"Virginia";13;48;40;"";"Feb-18";"Roanoke Coll.-10"
569;255.0;7;"Washington";12;58;36;"";"Sep-14";"Strategies 360-7"
570;206.5;6;"Washington";12;62;28;"";"Jul-27";"SurveyUSA-6"
571;140.5;2;"Washington";12;59;37;"";"May-20";"PPP-2"
572;138.5;4;"Washington";12;57;31;"";"May-19";"SurveyUSA-4"
573;94.0;7;"Washington";12;52;39;"";"Apr-06";"EMC Research-7"
574;65.0;3;"Washington";12;57;34;"";"Mar-06";"SurveyUSA-3"
575;273.5;2;"West Virginia";5;38;56;"";"Sep-30";"Triton Polling and Res.-2"
576;279.5;4;"Wisconsin";10;51;41;"";"Oct-07";"Redfield and Wilton Strategies-4"
577;278.0;9;"Wisconsin";10;49;43;"";"Oct-08";"Baldwin Wallace U.-9"
578;276.0;5;"Wisconsin";10;47;42;"";"Oct-04";"Marquette Law School-5"
579;276.0;7;"Wisconsin";10;50;44;"";"Oct-05";"Ipsos-7"
580;269.0;5;"Wisconsin";10;48;43;"";"Sep-27";"Redfield and Wilton Strategies-5"
581;266.0;5;"Wisconsin";10;54;44;"";"Sep-24";"Marist Coll.-5"
582;259.5;12;"Wisconsin";10;50;46;"";"Sep-21";"YouGov-12"
583;259.0;15;"Wisconsin";10;50;41;"";"Sep-22";"Baldwin Wallace U.-15"
584;258.0;5;"Wisconsin";10;47;41;"";"Sep-16";"Redfield and Wilton Strategies-5"
585;257.5;6;"Wisconsin";10;48;43;"";"Sep-16";"Ipsos-6"
586;257.0;5;"Wisconsin";10;51;44;"";"Sep-15";"Civiqs-5"
587;255.0;5;"Wisconsin";10;52;42;"";"Sep-13";"SSRS-5"
588;254.5;6;"Wisconsin";10;52;46;"";"Sep-13";"Langer Research-6"
589;253.0;3;"Wisconsin";10;48;43;"";"Sep-10";"Siena Coll.-3"
590;251.0;3;"Wisconsin";10;51;44;"";"Sep-08";"Emerson Coll.-3"
591;249.5;10;"Wisconsin";10;50;43;"";"Sep-10";"Morning Consult-10"
592;247.0;3;"Wisconsin";10;50;44;"";"Sep-04";"YouGov-3"
593;246.5;12;"Wisconsin";10;50;45;"";"Sep-08";"Benenson Strategy/GS Strategy-12"
594;245.5;2;"Wisconsin";10;51;43;"";"Sep-02";"Pulse Opinion Research-2"
595;245.5;6;"Wisconsin";10;50;41;"";"Sep-04";"Redfield and Wilton Strategies-6"
596;245.0;5;"Wisconsin";10;48;44;"";"Sep-03";"Marquette Law School-5"
597;243.5;4;"Wisconsin";10;50;42;"";"Sep-01";"Fox News-4"
598;238.5;10;"Wisconsin";10;52;43;"";"Aug-30";"Morning Consult-10"
599;237.5;8;"Wisconsin";10;53;40;"";"Aug-28";"Opinium-8"
600;230.5;4;"Wisconsin";10;49;39;"";"Aug-19";"Redfield and Wilton Strategies-4"
601;228.0;5;"Wisconsin";10;51;45;"";"Aug-17";"Civiqs-5"
602;224.5;10;"Wisconsin";10;49;43;"";"Aug-16";"Morning Consult-10"
603;219.5;6;"Wisconsin";10;50;46;"";"Aug-09";"Marquette Law School-6"
604;218.5;2;"Wisconsin";10;55;43;"";"Aug-06";"Pulse Opinion Research-2"
605;218.5;4;"Wisconsin";10;48;42;"";"Aug-07";"YouGov-4"
606;203.5;6;"Wisconsin";10;45;35;"";"Jul-24";"Redfield and Wilton Strategies-6"
607;203.5;10;"Wisconsin";10;50;43;"";"Jul-26";"Morning Consult-10"
608;168.5;6;"Wisconsin";10;45;36;"";"Jun-19";"Redfield and Wilton Strategies-6"
609;168.0;5;"Wisconsin";10;51;42;"";"Jun-18";"Marquette Law School-5"
610;163.5;8;"Wisconsin";10;49;38;"";"Jun-15";"Siena Coll.-8"
611;152.5;4;"Wisconsin";10;49;40;"";"Jun-02";"Fox News-4"
612;133.0;5;"Wisconsin";10;48;38;"";"May-14";"Redfield and Wilton Strategies-5"
613;126.0;5;"Wisconsin";10;46;43;"";"May-07";"Marquette Law School-5"
614;111.5;2;"Wisconsin";10;50;45;"";"Apr-21";"PPP-2"
615;108.5;6;"Wisconsin";10;43;40;"";"Apr-20";"Ipsos-6"
616;86.5;6;"Wisconsin";10;48;45;"";"Mar-29";"Marquette Law School-6"
617;81.0;9;"Wisconsin";10;45;45;"";"Mar-25";"Baldwin Wallace U.-9"
618;70.5;2;"Wisconsin";10;48;45;"";"Mar-11";"PPP-2"
619;67.0;3;"Wisconsin";10;44;42;"";"Mar-08";"YouGov-3"
620;52.0;5;"Wisconsin";10;46;46;"";"Feb-23";"Marquette Law School-5"
621;46.5;10;"Wisconsin";10;45;43;"";"Feb-20";"YouGov-10"
622;46.0;7;"Wisconsin";10;42;49;"";"Feb-18";"Quinnipiac U.-7"
623;43.0;13;"Wisconsin";10;42;44;"";"Feb-18";"Expedition Strategies-13"
624;10.0;5;"Wisconsin";10;49;45;"";"Jan-12";"Marquette Law School-5"
625;6.5;4;"Wisconsin";10;46;41;"";"Jan-08";"Fox News-4"
626;2.0;1;"Wyoming";3;23;70;"";"Jan-02";"Election 2016-1"
