Dem,GOP,State,Vote by county
1034,1830,Texas,Refugio
848,1911,Texas,Parmer
1401,1232,Texas,Frio
1937,613,Texas,Brooks
293,2025,Texas,San Saba
194,2087,Texas,Wheeler
426,1797,Texas,Yoakum
400,1836,Texas,Delta
242,1949,Texas,Mills
1458,652,Texas,Presidio
353,1780,Texas,Mitchell
462,1671,Texas,Swisher
1635,430,Texas,Jim Hogg
253,1802,Texas,Childress
353,1656,Texas,Mason
1125,870,Texas,La Salle
403,1546,Texas,Lynn
526,1413,Texas,Castro
435,1473,Texas,Floyd
171,1730,Texas,Hansford
172,1727,Texas,Hartley
206,1697,Texas,Kimble
420,1403,Texas,Winkler
397,1343,Texas,Bailey
314,1403,Texas,Haskell
424,1295,Texas,Terry
266,1453,Texas,Martin
403,1265,Texas,Fisher
468,1180,Texas,Crosby
181,1460,Texas,Hemphill
262,1382,Texas,Real
222,1258,Texas,Dallam
249,1207,Texas,Hardeman
103,1378,Texas,Shackelford
191,1267,Texas,Baylor
224,1223,Texas,Garza
190,1225,Texas,Donley
457,936,Texas,Kinney
140,1265,Texas,Coke
313,1075,Texas,Sutton
372,980,Texas,Crockett
299,1047,Texas,Crane
247,1078,Texas,Knox
135,1159,Texas,Lipscomb
284,961,Texas,Upton
422,694,Texas,Jeff Davis
145,983,Texas,Collingsworth
164,891,Texas,Hall
148,885,Texas,Concho
302,741,Texas,Edwards
209,819,Texas,Schleicher
70,924,Texas,Armstrong
78,850,Texas,Oldham
96,807,Texas,Sherman
128,755,Texas,Dickens
190,679,Texas,Cochran
167,709,Texas,Reagan
324,503,Texas,Hudspeth
153,681,Texas,Menard
84,715,Texas,Throckmorton
454,280,Texas,Culberson
90,660,Texas,Irion
91,625,Texas,Briscoe
135,555,Texas,Stonewall
70,549,Texas,Sterling
40,571,Texas,Motley
34,553,Texas,Glasscock
84,486,Texas,Cottle
20,524,Texas,Roberts
113,383,Texas,Foard
40,454,Texas,McMullen
140,287,Texas,Terrell
59,360,Texas,Kent
31,330,Texas,Borden
99,84,Texas,Kenedy
5,149,Texas,King
4,57,Texas,Loving
117667,82590,Utah,Salt Lake
22934,84863,Utah,Utah
19458,39047,Utah,Davis
18819,30561,Utah,Weber
8369,33472,Utah,Washington
5435,12385,Utah,Cache
4015,9693,Utah,Tooele
1814,10324,Utah,Box Elder
667,2671,Utah,Iron
9464,6588,Utah,Summit
951,9375,Utah,Uintah
2800,5627,Utah,Wasatch
979,6081,Utah,Sanpete
648,6146,Utah,Sevier
1673,5055,Utah,Carbon
498,5482,Utah,Duchesne
1143,2073,Utah,San Juan
410,3672,Utah,Millard
572,3156,Utah,Morgan
379,3402,Utah,Emery
1920,1924,Utah,Grand
434,2750,Utah,Juab
717,2083,Utah,Kane
258,1800,Utah,Beaver
352,1577,Utah,Garfield
271,959,Utah,Wayne
104,786,Utah,Rich
31,537,Utah,Piute
76,327,Utah,Daggett
14519,2082,Vermont,
6753,3030,Vermont,
7246,2059,Vermont,
4456,2425,Vermont,
3495,2734,Vermont,
3361,1949,Vermont,
4347,858,Vermont,
3508,1481,Vermont,
3190,1303,Vermont,
3376,941,Vermont,
3696,492,Vermont,
1949,1782,Vermont,
1760,1862,Vermont,
1861,1509,Vermont,
2682,595,Vermont,
2017,890,Vermont,
1653,1091,Vermont,
2105,535,Vermont,
1416,1268,Vermont,
1469,1110,Vermont,
2035,592,Vermont,
1914,558,Vermont,
1726,623,Vermont,
1550,741,Vermont,
1794,512,Vermont,
1101,1192,Vermont,
1694,515,Vermont,
1452,706,Vermont,
1287,807,Vermont,
1982,191,Vermont,
1019,1023,Vermont,
1063,947,Vermont,
1064,979,Vermont,
1160,737,Vermont,
1315,576,Vermont,
885,1004,Vermont,
1113,708,Vermont,
827,883,Vermont,
1238,504,Vermont,
1158,558,Vermont,
1319,372,Vermont,
1075,558,Vermont,
924,723,Vermont,
1067,520,Vermont,
952,661,Vermont,
794,808,Vermont,
964,462,Vermont,
1137,323,Vermont,
761,681,Vermont,
1032,356,Vermont,
892,501,Vermont,
745,647,Vermont,
1001,352,Vermont,
668,669,Vermont,
827,512,Vermont,
720,614,Vermont,
616,649,Vermont,
788,475,Vermont,
652,597,Vermont,
651,501,Vermont,
992,175,Vermont,
474,699,Vermont,
645,494,Vermont,
658,454,Vermont,
698,406,Vermont,
691,395,Vermont,
470,641,Vermont,
696,371,Vermont,
662,435,Vermont,
740,334,Vermont,
712,326,Vermont,
796,232,Vermont,
671,360,Vermont,
624,409,Vermont,
594,431,Vermont,
797,213,Vermont,
719,274,Vermont,
478,529,Vermont,
524,461,Vermont,
492,486,Vermont,
751,210,Vermont,
719,228,Vermont,
672,301,Vermont,
502,429,Vermont,
752,182,Vermont,
594,337,Vermont,
538,403,Vermont,
591,338,Vermont,
528,403,Vermont,
384,537,Vermont,
502,425,Vermont,
688,195,Vermont,
649,216,Vermont,
652,208,Vermont,
543,299,Vermont,
485,354,Vermont,
517,303,Vermont,
489,338,Vermont,
534,256,Vermont,
372,399,Vermont,
417,284,Vermont,
385,339,Vermont,
586,142,Vermont,
381,336,Vermont,
324,388,Vermont,
494,188,Vermont,
409,279,Vermont,
397,276,Vermont,
305,377,Vermont,
394,252,Vermont,
323,337,Vermont,
368,311,Vermont,
337,325,Vermont,
517,147,Vermont,
352,312,Vermont,
434,196,Vermont,
428,217,Vermont,
378,231,Vermont,
469,173,Vermont,
292,341,Vermont,
500,105,Vermont,
256,338,Vermont,
435,153,Vermont,
349,242,Vermont,
336,240,Vermont,
357,232,Vermont,
325,269,Vermont,
389,205,Vermont,
424,129,Vermont,
412,174,Vermont,
283,295,Vermont,
304,273,Vermont,
306,262,Vermont,
302,268,Vermont,
308,264,Vermont,
292,278,Vermont,
252,291,Vermont,
270,284,Vermont,
356,211,Vermont,
393,162,Vermont,
302,231,Vermont,
229,296,Vermont,
320,216,Vermont,
209,308,Vermont,
240,282,Vermont,
395,130,Vermont,
432,90,Vermont,
209,312,Vermont,
295,209,Vermont,
374,117,Vermont,
339,174,Vermont,
289,217,Vermont,
226,274,Vermont,
350,149,Vermont,
290,193,Vermont,
229,276,Vermont,
415,74,Vermont,
252,239,Vermont,
171,311,Vermont,
181,292,Vermont,
194,284,Vermont,
339,132,Vermont,
296,189,Vermont,
221,241,Vermont,
217,241,Vermont,
186,265,Vermont,
216,232,Vermont,
281,183,Vermont,
311,132,Vermont,
299,158,Vermont,
280,160,Vermont,
271,169,Vermont,
246,168,Vermont,
203,238,Vermont,
196,244,Vermont,
217,207,Vermont,
233,179,Vermont,
291,113,Vermont,
184,210,Vermont,
159,234,Vermont,
168,220,Vermont,
207,183,Vermont,
202,183,Vermont,
179,207,Vermont,
123,250,Vermont,
271,96,Vermont,
222,140,Vermont,
267,106,Vermont,
188,163,Vermont,
213,138,Vermont,
210,131,Vermont,
199,137,Vermont,
156,175,Vermont,
231,108,Vermont,
166,173,Vermont,
146,193,Vermont,
186,118,Vermont,
189,118,Vermont,
161,146,Vermont,
200,110,Vermont,
173,125,Vermont,
101,197,Vermont,
171,126,Vermont,
228,58,Vermont,
166,125,Vermont,
163,122,Vermont,
136,140,Vermont,
139,123,Vermont,
161,97,Vermont,
130,116,Vermont,
147,114,Vermont,
134,123,Vermont,
81,175,Vermont,
110,131,Vermont,
169,68,Vermont,
156,78,Vermont,
149,83,Vermont,
125,96,Vermont,
102,103,Vermont,
166,54,Vermont,
113,101,Vermont,
99,95,Vermont,
103,93,Vermont,
95,68,Vermont,
94,66,Vermont,
53,85,Vermont,
69,61,Vermont,
75,54,Vermont,
51,70,Vermont,
40,76,Vermont,
50,60,Vermont,
82,29,Vermont,
56,56,Vermont,
65,50,Vermont,
78,31,Vermont,
39,60,Vermont,
30,52,Vermont,
71,18,Vermont,
45,42,Vermont,
58,22,Vermont,
30,46,Vermont,
18,38,Vermont,
19,36,Vermont,
18,28,Vermont,
21,28,Vermont,
12,22,Vermont,
354485,157837,Virginia,Fairfax
99909,69633,Virginia,Loudoun
80993,84938,Virginia,Chesterfield
76744,84389,Virginia,Virginia Beach
93615,59674,Virginia,Henrico
83093,54065,Virginia,Prince William
91879,20155,Virginia,Arlington
52554,53988,Virginia,Chesapeake
74640,14254,Virginia,Richmond City
51429,19875,Virginia,Norfolk
57147,13241,Virginia,Alexandria
40997,23650,Virginia,Newport News
27879,33840,Virginia,Stafford
19360,39592,Virginia,Hanover
24204,34619,Virginia,Spotsylvania
41030,17802,Virginia,Hampton
33297,19232,Virginia,Albemarle
16787,30857,Virginia,Roanoke
9733,30578,Virginia,Bedford
28462,12773,Virginia,Portsmouth
19091,21284,Virginia,James City
20015,19455,Virginia,Montgomery
23012,17206,Virginia,Suffolk
23403,16045,Virginia,Roanoke City
11920,26069,Virginia,Frederick
12960,22110,Virginia,Fauquier
8108,26152,Virginia,Augusta
9361,25269,Virginia,Rockingham
14787,17979,Virginia,Lynchburg
12989,18823,Virginia,York
9195,21742,Virginia,Pittsylvania
6597,19442,Virginia,Campbell
7254,18560,Virginia,Franklin
5548,19309,Virginia,Washington
8199,15207,Virginia,Henry
17865,2951,Virginia,Charlottesville
7744,13341,Virginia,Culpeper
7673,11971,Virginia,Isle of Wight
5269,14078,Virginia,Shenandoah
5399,13087,Virginia,Gloucester
11051,7306,Virginia,Danville
4492,13369,Virginia,Botetourt
2895,15160,Virginia,Tazewell
5165,11762,Virginia,Warren
10100,6232,Virginia,Harrisonburg
6208,10507,Virginia,Louisa
5955,10511,Virginia,Orange
6890,9698,Virginia,Halifax
4057,11875,Virginia,Powhatan
6419,9157,Virginia,Prince George
6737,8582,Virginia,Accomack
8395,5934,Virginia,Manassas
6571,8283,Virginia,Mecklenburg
4986,9643,Virginia,Amherst
4170,10314,Virginia,Pulaski
2687,11983,Virginia,Wise
6425,7143,Virginia,Caroline
4884,8374,Virginia,Goochland
12005,1448,Virginia,Petersburg
2557,10653,Virginia,Carroll
5765,7447,Virginia,Dinwiddie
5751,7018,Virginia,Fluvanna
2765,10044,Virginia,Wythe
2661,9747,Virginia,Smyth
2328,9516,Virginia,Russell
3545,8117,Virginia,New Kent
4212,7225,Virginia,Salem
4002,7338,Virginia,King George
7363,3695,Virginia,Fairfax City
5329,5129,Virginia,Staunton
6690,3731,Virginia,Fredericksburg
3506,6671,Virginia,Rockbridge
2514,7824,Virginia,Page
5161,4786,Virginia,Winchester
1579,8242,Virginia,Scott
2923,5943,Virginia,Greene
1627,7542,Virginia,Lee
1721,7292,Virginia,Buchanan
3762,4798,Virginia,Waynesboro
4590,4099,Virginia,Prince Edward
2752,5963,Virginia,King William
4722,3885,Virginia,Hopewell
3595,5035,Virginia,Southampton
1768,6454,Virginia,Patrick
2367,5681,Virginia,Colonial Heights
3723,4331,Virginia,Westmoreland
3677,4150,Virginia,Nelson
1949,5930,Virginia,Giles
2830,5089,Virginia,Northumberland
3047,4657,Virginia,Clarke
2300,5289,Virginia,Floyd
2023,5714,Virginia,Appomattox
5810,1323,Virginia,Falls Church
4473,3045,Virginia,Brunswick
5199,1921,Virginia,Williamsburg
2165,4873,Virginia,Alleghany
3128,3969,Virginia,Buckingham
1407,5593,Virginia,Grayson
1599,5089,Virginia,Poquoson
2150,4704,Virginia,Amelia
1832,4884,Virginia,Bristol
2202,4418,Virginia,Madison
2829,3712,Virginia,Nottoway
2862,3520,Virginia,Lancaster
1335,4932,Virginia,Dickenson
3255,2686,Virginia,Northampton
2923,2637,Virginia,Radford
2107,3668,Virginia,Middlesex
3531,2149,Virginia,Martinsville
2153,3479,Virginia,Charlotte
2226,3206,Virginia,Lunenburg
2541,2657,Virginia,Essex
1563,3515,Virginia,Mathews
3218,1732,Virginia,Manassas Park
2874,2055,Virginia,Sussex
2032,2693,Virginia,Cumberland
1741,2532,Virginia,Rappahannock
2558,1737,Virginia,Greensville
2516,1421,Virginia,Franklin City
2069,1785,Virginia,Surry
2244,1381,Virginia,Charles City
1347,2213,Virginia,Richmond
1451,2059,Virginia,King and Queen
453,2572,Virginia,Bland
541,2139,Virginia,Craig
1514,766,Virginia,Lexington
693,1432,Virginia,Buena Vista
914,1349,Virginia,Covington
1531,792,Virginia,Emporia
680,1603,Virginia,Galax
603,1548,Virginia,Bath
383,1021,Virginia,Norton
371,958,Virginia,Highland
489712,142064,Washington,King
113819,94998,Washington,Pierce
122094,81180,Washington,Snohomish
69867,81036,Washington,Spokane
77270,74136,Washington,Clark
54112,38141,Washington,Thurston
49841,37038,Washington,Kitsap
50703,34602,Washington,Whatcom
15883,23890,Washington,Yakima
17755,31573,Washington,Benton
16369,13926,Washington,Skagit
13392,16963,Washington,Cowlitz
18728,16104,Washington,Island
12331,12012,Washington,Clallam
4863,10221,Washington,Lewis
6528,8831,Washington,Chelan
8533,9691,Washington,Grays Harbor
10786,12070,Washington,Mason
6973,16921,Washington,Grant
4646,7554,Washington,Franklin
4960,6875,Washington,Walla Walla
2866,2596,Washington,Whitman
3477,8463,Washington,Stevens
11472,5518,Washington,Jefferson
5224,7136,Washington,Kittitas
2630,4048,Washington,Okanogan
1755,3336,Washington,Douglas
2768,4998,Washington,Asotin
6735,2523,Washington,San Juan
3900,4444,Washington,Pacific
2906,3889,Washington,Klickitat
1834,4151,Washington,Pend Oreille
1222,4056,Washington,Lincoln
841,2157,Washington,Adams
2098,2789,Washington,Skamania
960,1927,Washington,Ferry
276,841,Washington,Garfield
824,1328,Washington,Wahkiakum
482,1359,Washington,Columbia
27985,43464,West Virginia,Kanawha
12287,28210,West Virginia,Berkeley
14568,18278,West Virginia,Monongalia
8327,25168,West Virginia,Wood
11306,19648,West Virginia,Cabell
6362,21835,West Virginia,Raleigh
7675,18687,West Virginia,Harrison
5784,17455,West Virginia,Putnam
9458,13144,West Virginia,Jefferson
4689,17362,West Virginia,Mercer
6926,14592,West Virginia,Marion
5452,11077,West Virginia,Ohio
4246,10263,West Virginia,Fayette
3334,11077,West Virginia,Wayne
3743,9499,West Virginia,Greenbrier
2894,9565,West Virginia,Marshall
3247,8870,West Virginia,Hancock
2462,9501,West Virginia,Preston
2082,9866,West Virginia,Logan
2648,8959,West Virginia,Jackson
2019,8957,West Virginia,Mineral
2724,7583,West Virginia,Randolph
2069,7597,West Virginia,Mason
2549,6574,West Virginia,Brooke
1365,7876,West Virginia,Mingo
1821,7169,West Virginia,Nicholas
1763,6971,West Virginia,Upshur
1783,6483,West Virginia,Boone
1576,6646,West Virginia,Hampshire
1061,6527,West Virginia,Wyoming
1568,5718,West Virginia,Morgan
1435,5257,West Virginia,Lincoln
1336,5245,West Virginia,Lewis
1483,4701,West Virginia,Taylor
1348,4461,West Virginia,Wetzel
1429,4614,West Virginia,McDowell
1213,4509,West Virginia,Barbour
1249,4544,West Virginia,Hardy
1089,4337,West Virginia,Monroe
1220,3772,West Virginia,Roane
1315,3516,West Virginia,Braxton
510,4338,West Virginia,Grant
1186,3444,West Virginia,Summers
490,3376,West Virginia,Ritchie
505,2967,West Virginia,Tyler
924,2474,West Virginia,Pocahontas
750,2557,West Virginia,Tucker
726,2388,West Virginia,Pendleton
620,2342,West Virginia,Pleasants
566,2289,West Virginia,Clay
554,2284,West Virginia,Webster
360,2347,West Virginia,Doddridge
456,2023,West Virginia,Calhoun
537,1889,West Virginia,Gilmer
383,1903,West Virginia,Wirt
288986,126091,Wisconsin,Milwaukee
217506,71270,Wisconsin,Dane
79199,145519,Wisconsin,Waukesha
53358,67192,Wisconsin,Brown
38117,51579,Wisconsin,Outagamie
42506,46620,Wisconsin,Racine
37054,43447,Wisconsin,Winnebago
20854,51729,Wisconsin,Washington
35770,36025,Wisconsin,Kenosha
39336,31483,Wisconsin,Rock
26476,39010,Wisconsin,Marathon
32402,26384,Wisconsin,La Crosse
22636,32368,Wisconsin,Sheboygan
27271,23301,Wisconsin,Eau Claire
20167,30458,Wisconsin,Ozaukee
17391,31044,Wisconsin,Fond du Lac
18706,28848,Wisconsin,Walworth
17496,26123,Wisconsin,St. Croix
13968,26643,Wisconsin,Dodge
16559,23409,Wisconsin,Jefferson
14563,23234,Wisconsin,Manitowoc
18524,17310,Wisconsin,Portage
14232,21502,Wisconsin,Wood
16050,15871,Wisconsin,Sauk
11875,17912,Wisconsin,Chippewa
13525,14160,Wisconsin,Columbia
9634,15345,Wisconsin,Calumet
8303,16013,Wisconsin,Waupaca
10047,12347,Wisconsin,Grant
7568,13864,Wisconsin,Polk
7881,13595,Wisconsin,Barron
11342,9657,Wisconsin,Douglas
9025,11487,Wisconsin,Dunn
8380,11260,Wisconsin,Pierce
8103,11677,Wisconsin,Oneida
6243,12995,Wisconsin,Marinette
5886,13255,Wisconsin,Oconto
6056,12742,Wisconsin,Shawano
7047,11442,Wisconsin,Monroe
9121,8693,Wisconsin,Green
8026,8584,Wisconsin,Door
5370,8400,Wisconsin,Lincoln
6351,6994,Wisconsin,Vernon
5645,7370,Wisconsin,Trempealeau
4225,8645,Wisconsin,Clark
4769,8169,Wisconsin,Vilas
6669,4809,Wisconsin,Iowa
3802,7669,Wisconsin,Waushara
4100,7188,Wisconsin,Juneau
3623,6616,Wisconsin,Kewaunee
3780,5983,Wisconsin,Adams
3260,6436,Wisconsin,Langlade
4953,4125,Wisconsin,Bayfield
2398,6589,Wisconsin,Taylor
2700,6210,Wisconsin,Green Lake
3821,4907,Wisconsin,Jackson
3283,5404,Wisconsin,Washburn
2948,5412,Wisconsin,Burnett
3577,4021,Wisconsin,Richland
4136,3428,Wisconsin,Ashland
2808,4712,Wisconsin,Marquette
2846,4625,Wisconsin,Sawyer
3426,3844,Wisconsin,Crawford
3288,3977,Wisconsin,Lafayette
2671,4562,Wisconsin,Price
2171,4564,Wisconsin,Rusk
2531,4049,Wisconsin,Buffalo
1583,2787,Wisconsin,Forest
1345,2228,Wisconsin,Pepin
1273,2090,Wisconsin,Iron
666,1897,Wisconsin,Florence
1003,269,Wisconsin,Menominee
11572,24844,Wyoming,Laramie
6573,23523,Wyoming,Natrona
1324,15778,Wyoming,Campbell
3233,12153,Wyoming,Sweetwater
4200,11167,Wyoming,Fremont
6888,7601,Wyoming,Albany
2535,11115,Wyoming,Park
2926,10266,Wyoming,Sheridan
7313,3920,Wyoming,Teton
1105,6779,Wyoming,Lincoln
1202,6154,Wyoming,Uinta
668,5520,Wyoming,Converse
1279,4409,Wyoming,Carbon
924,4418,Wyoming,Goshen
594,4067,Wyoming,Big Horn
719,3437,Wyoming,Platte
638,3477,Wyoming,Johnson
644,3409,Wyoming,Sublette
271,3347,Wyoming,Crook
532,2911,Wyoming,Washakie
294,2898,Wyoming,Weston
400,1939,Wyoming,Hot Springs
115,1116,Wyoming,Niobrara
