"id";"Day";"Len";"State";"EV";"Dem";"GOP";"Ind";"Date";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"Pollster"
255;140.0;3;"Minnesota";10;49;44;"";"May 20";"";"";"";"";"";"";"";"Mason-Dixon Polling-3"
256;58.0;3;"Mississippi";6;41;56;"";"Feb 28";"";"";"";"";"";"";"";"Mason-Dixon-3"
257;260.5;2;"Missouri";10;45;53;"";"Sep 17";"";"";"";"";"";"";"";"Missouri Scout-2"
258;246.0;3;"Missouri";10;44;49;"";"Sep 03";"";"";"";"";"";"";"";"We Ask America-3"
259;179.0;9;"Missouri";10;43;50;"";"Jul 01";"";"";"";"";"";"";"";"YouGov-9"
260;147.5;2;"Missouri";10;44;48;"";"May 27";"";"";"";"";"";"";"";"We Ask America-2"
261;57.5;2;"Missouri";10;42;52;"";"Feb 27";"";"";"";"";"";"";"";"Remington Research-2"
262;259.0;3;"Montana";3;42;49;"";"Sep 16";"";"";"";"";"";"";"";"Siena Coll.-3"
263;246.0;7;"Montana";3;43;50;"";"Sep 05";"";"";"";"";"";"";"";"Fabrizio Ward/Hart Research-7"
264;214.0;3;"Montana";3;42;53;"";"Aug 02";"";"";"";"";"";"";"";"Emerson Coll.-3"
265;205.5;2;"Montana";3;45;50;"";"Jul 24";"";"";"";"";"";"";"";"PPP-2"
266;194.0;3;"Montana";3;45;49;"";"Jul 13";"";"";"";"";"";"";"";"Civiqs-3"
267;191.5;2;"Montana";3;42;51;"";"Jul 10";"";"";"";"";"";"";"";"PPP-2"
268;173.5;10;"Montana";3;38;52;"";"Jun 26";"";"";"";"";"";"";"";"U. of Montana-10"
269;109.5;18;"Montana";3;40;45;"";"Apr 27";"";"";"";"";"";"";"";"Montana State U.-18"
270;48.0;11;"Montana";3;34;46;"";"Feb 22";"";"";"";"";"";"";"";"U. of Montana-11"
271;2.0;1;"Nebraska";5;33;61;"";"Jan 02";"";"";"";"";"";"";"";"Election 2016-1"
272;265.5;4;"Nevada";6;52;41;"";"Sep 23";"";"";"";"";"";"";"";"Fox News-4"
273;261.5;16;"Nevada";6;46;41;"";"Sep 25";"";"";"";"";"";"";"";"U. of Nevada-16"
274;253.0;3;"Nevada";6;46;42;"";"Sep 10";"";"";"";"";"";"";"";"Siena Coll.-3"
275;238.0;11;"Nevada";6;44;39;"";"Aug 30";"";"";"";"";"";"";"";"U. of Nevada-11"
276;51.0;3;"Nevada";6;44;41;"";"Feb 21";"";"";"";"";"";"";"";"AtlasIntel-3"
277;6.5;4;"Nevada";6;47;39;"";"Jan 08";"";"";"";"";"";"";"";"Fox News-4"
278;253.5;4;"New Hampshire";4;45;42;"";"Sep 11";"";"";"";"";"";"";"";"Siena Coll.-4"
279;229.0;3;"New Hampshire";4;51;43;"";"Aug 17";"";"";"";"";"";"";"";"St. Anselm Coll.-3"
280;204.0;13;"New Hampshire";4;53;40;"";"Jul 28";"";"";"";"";"";"";"";"U. of New Hampshire-13"
281;172.0;5;"New Hampshire";4;52;39;"";"Jun 22";"";"";"";"";"";"";"";"U. of New Hampshire-5"
282;166.5;4;"New Hampshire";4;49;42;"";"Jun 16";"";"";"";"";"";"";"";"St. Anselm College-4"
283;137.0;5;"New Hampshire";4;44;46;"";"May 18";"";"";"";"";"";"";"";"U. of New Hampshire-5"
284;116.0;5;"New Hampshire";4;50;42;"";"Apr 27";"";"";"";"";"";"";"";"St. Anselm College-5"
285;53.0;7;"New Hampshire";4;44;46;"";"Feb 25";"";"";"";"";"";"";"";"U. of New Hampshire-7"
286;40.0;3;"New Hampshire";4;44;46;"";"Feb 10";"";"";"";"";"";"";"";"AtlasIntel-3"
287;21.5;4;"New Hampshire";4;51;43;"";"Jan 23";"";"";"";"";"";"";"";"Marist Coll.-4"
288;249.5;4;"New Jersey";14;58;40;"";"Sep 07";"";"";"";"";"";"";"";"Emerson Coll.-4"
289;222.0;9;"New Jersey";14;52;33;"";"Aug 13";"";"";"";"";"";"";"";"DKC Analytics-9"
290;191.5;6;"New Jersey";14;51;33;"";"Jul 12";"";"";"";"";"";"";"";"DKC Analytics-6"
291;123.0;5;"New Jersey";14;54;35;"";"May 04";"";"";"";"";"";"";"";"Quinnipiac U.-5"
292;118.0;11;"New Jersey";14;56;33;"";"May 02";"";"";"";"";"";"";"";"Rutgers-Eagleton-11"
293;108.5;4;"New Jersey";14;54;38;"";"Apr 19";"";"";"";"";"";"";"";"Monmouth U.-4"
294;45.0;5;"New Jersey";14;53;35;"";"Feb 16";"";"";"";"";"";"";"";"Fairleigh Dickinson U.-5"
295;242.5;8;"New Mexico";5;54;39;"";"Sep 02";"";"";"";"";"";"";"";"Research and Polling-8"
296;164.5;2;"New Mexico";5;53;39;"";"Jun 13";"";"";"";"";"";"";"";"PPP-2"
297;111.5;2;"New Mexico";5;52;40;"";"Apr 21";"";"";"";"";"";"";"";"PPP-2"
298;4.5;4;"New Mexico";5;54;46;"";"Jan 06";"";"";"";"";"";"";"";"Emerson Coll.-4"
299;234.5;2;"New York";29;63;32;"";"Aug 22";"";"";"";"";"";"";"";"PPP-2"
300;176.0;3;"New York";29;57;32;"";"Jun 25";"";"";"";"";"";"";"";"Siena Coll.-3"
301;140.0;5;"New York";29;57;32;"";"May 21";"";"";"";"";"";"";"";"Siena Coll.-5"
302;123.0;5;"New York";29;55;32;"";"May 04";"";"";"";"";"";"";"";"Quinnipiac U.-5"
303;112.0;5;"New York";29;65;29;"";"Apr 23";"";"";"";"";"";"";"";"Siena Coll.-5"
304;84.0;5;"New York";29;58;33;"";"Mar 26";"";"";"";"";"";"";"";"Siena Coll.-5"
305;49.0;5;"New York";29;55;36;"";"Feb 20";"";"";"";"";"";"";"";"Siena Coll.-5"
306;267.5;4;"North Carolina";15;48;46;"";"Sep 25";"";"";"";"";"";"";"";"YouGov-4"
307;264.0;5;"North Carolina";15;46;45;"";"Sep 22";"";"";"";"";"";"";"";"Meredith Coll.-5"
308;262.5;4;"North Carolina";15;44;45;"";"Sep 20";"";"";"";"";"";"";"";"Harper Polling-4"
309;261.0;3;"North Carolina";15;51;49;"";"Sep 18";"";"";"";"";"";"";"";"Emerson Coll.-3"
310;257.5;4;"North Carolina";15;47;45;"";"Sep 15";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-4"
311;257.5;6;"North Carolina";15;45;44;"";"Sep 16";"";"";"";"";"";"";"";"Siena Coll.-6"
312;257.5;6;"North Carolina";15;47;47;"";"Sep 16";"";"";"";"";"";"";"";"Ipsos-6"
313;256.5;4;"North Carolina";15;47;43;"";"Sep 14";"";"";"";"";"";"";"";"Suffolk U.-4"
314;255.0;5;"North Carolina";15;47;47;"";"Sep 13";"";"";"";"";"";"";"";"SurveyUSA-5"
315;255.0;5;"North Carolina";15;49;46;"";"Sep 13";"";"";"";"";"";"";"";"SSRS-5"
316;251.5;2;"North Carolina";15;48;49;"";"Sep 08";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
317;249.5;16;"North Carolina";15;45;43;"";"Sep 13";"";"";"";"";"";"";"";"Kaiser/Cook-16"
318;246.5;12;"North Carolina";15;48;48;"";"Sep 08";"";"";"";"";"";"";"";"Benenson Strategy/GS Strategy-12"
319;245.0;5;"North Carolina";15;43;44;"";"Sep 03";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-5"
320;243.5;4;"North Carolina";15;48;46;"";"Sep 01";"";"";"";"";"";"";"";"Monmouth U.-4"
321;243.5;4;"North Carolina";15;50;46;"";"Sep 01";"";"";"";"";"";"";"";"Fox News-4"
322;242.5;2;"North Carolina";15;47;49;"";"Aug 30";"";"";"";"";"";"";"";"East Carolina U.-2"
323;238.5;10;"North Carolina";15;49;47;"";"Aug 30";"";"";"";"";"";"";"";"Morning Consult-10"
324;231.5;10;"North Carolina";15;49;46;"";"Aug 23";"";"";"";"";"";"";"";"Morning Consult-10"
325;229.5;2;"North Carolina";15;44;46;"";"Aug 17";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-2"
326;225.5;2;"North Carolina";15;47;47;"";"Aug 13";"";"";"";"";"";"";"";"East Carolina U.-2"
327;222.0;3;"North Carolina";15;49;51;"";"Aug 10";"";"";"";"";"";"";"";"Emerson Coll.-3"
328;221.0;5;"North Carolina";15;45;44;"";"Aug 10";"";"";"";"";"";"";"";"Harper Polling-5"
329;219.5;2;"North Carolina";15;47;48;"";"Aug 07";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
330;212.5;2;"North Carolina";15;49;46;"";"Jul 31";"";"";"";"";"";"";"";"PPP-2"
331;211.5;4;"North Carolina";15;48;44;"";"Jul 31";"";"";"";"";"";"";"";"YouGov-4"
332;205.5;2;"North Carolina";15;49;46;"";"Jul 24";"";"";"";"";"";"";"";"PPP-2"
333;204.0;3;"North Carolina";15;44;40;"";"Jul 23";"";"";"";"";"";"";"";"Zogby Analytics-3"
334;203.5;10;"North Carolina";15;47;47;"";"Jul 26";"";"";"";"";"";"";"";"Morning Consult-10"
335;202.0;3;"North Carolina";15;43;42;"";"Jul 21";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-3"
336;200.0;9;"North Carolina";15;51;44;"";"Jul 22";"";"";"";"";"";"";"";"Marist Coll.-9"
337;189.5;2;"North Carolina";15;50;46;"";"Jul 08";"";"";"";"";"";"";"";"PPP-2"
338;175.5;4;"North Carolina";15;45;44;"";"Jun 25";"";"";"";"";"";"";"";"East Carolina U.-4"
339;174.5;2;"North Carolina";15;48;46;"";"Jun 23";"";"";"";"";"";"";"";"PPP-2"
340;173.5;4;"North Carolina";15;47;45;"";"Jun 23";"";"";"";"";"";"";"";"Fox News-4"
341;167.5;4;"North Carolina";15;46;40;"";"Jun 17";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-4"
342;165.0;11;"North Carolina";15;49;40;"";"Jun 18";"";"";"";"";"";"";"";"Siena Coll.-11"
343;154.5;2;"North Carolina";15;49;45;"";"Jun 03";"";"";"";"";"";"";"";"PPP-2"
344;148.0;3;"North Carolina";15;44;47;"";"May 28";"";"";"";"";"";"";"";"Harper Polling-3"
345;137.5;10;"North Carolina";15;42;42;"";"May 21";"";"";"";"";"";"";"";"Neighborhood Research and Media-10"
346;133.0;5;"North Carolina";15;45;43;"";"May 14";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-5"
347;132.0;5;"North Carolina";15;47;47;"";"May 13";"";"";"";"";"";"";"";"Meeting Street Insights-5"
348;129.0;3;"North Carolina";15;43;46;"";"May 09";"";"";"";"";"";"";"";"East Carolina University-3"
349;124.0;3;"North Carolina";15;49;46;"";"May 04";"";"";"";"";"";"";"";"Civiqs-3"
350;118.5;2;"North Carolina";15;47;40;"";"Apr 28";"";"";"";"";"";"";"";"Meredith College-2"
351;115.5;4;"North Carolina";15;50;45;"";"Apr 26";"";"";"";"";"";"";"";"SurveyUSA-4"
352;111.5;2;"North Carolina";15;49;46;"";"Apr 21";"";"";"";"";"";"";"";"PPP-2"
353;105.5;2;"North Carolina";15;48;47;"";"Apr 15";"";"";"";"";"";"";"";"PPP-2"
354;97.0;3;"North Carolina";15;42;49;"";"Apr 07";"";"";"";"";"";"";"";"Harper Polling-3"
355;58.5;2;"North Carolina";15;48;46;"";"Feb 28";"";"";"";"";"";"";"";"East Carolina U.-2"
356;56.0;5;"North Carolina";15;45;49;"";"Feb 27";"";"";"";"";"";"";"";"Marist Coll.-5"
357;48.0;5;"North Carolina";15;46;44;"";"Feb 19";"";"";"";"";"";"";"";"Climate Nexus-5"
358;45.5;4;"North Carolina";15;45;49;"";"Feb 16";"";"";"";"";"";"";"";"WRAL-TV-4"
359;45.5;4;"North Carolina";15;49;45;"";"Feb 16";"";"";"";"";"";"";"";"SurveyUSA-4"
360;64.0;3;"North Dakota";3;38;55;"";"Mar 05";"";"";"";"";"";"";"";"DFM Research-3"
361;30.0;5;"North Dakota";3;38;57;"";"Feb 01";"";"";"";"";"";"";"";"DFM Research-5"
362;265.5;4;"Ohio";18;50;45;"";"Sep 23";"";"";"";"";"";"";"";"Fox News-4"
363;263.0;5;"Ohio";18;48;47;"";"Sep 21";"";"";"";"";"";"";"";"Quinnipiac U.-5"
364;259.0;15;"Ohio";18;45;44;"";"Sep 22";"";"";"";"";"";"";"";"Baldwin Wallace U.-15"
365;257.0;5;"Ohio";18;45;48;"";"Sep 15";"";"";"";"";"";"";"";"Civiqs-5"
366;245.5;2;"Ohio";18;51;47;"";"Sep 02";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
367;238.5;10;"Ohio";18;45;50;"";"Aug 30";"";"";"";"";"";"";"";"Morning Consult-10"
368;228.0;5;"Ohio";18;47;47;"";"Aug 17";"";"";"";"";"";"";"";"Civiqs-5"
369;213.0;7;"Ohio";18;47;46;"";"Aug 03";"";"";"";"";"";"";"";"TargetSmart-7"
370;204.5;4;"Ohio";18;45;46;"";"Jul 24";"";"";"";"";"";"";"";"YouGov-4"
371;204.0;3;"Ohio";18;43;41;"";"Jul 23";"";"";"";"";"";"";"";"Zogby Analytics-3"
372;203.5;10;"Ohio";18;45;48;"";"Jul 26";"";"";"";"";"";"";"";"Morning Consult-10"
373;197.5;2;"Ohio";18;50;46;"";"Jul 16";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
374;186.5;22;"Ohio";18;46;42;"";"Jul 15";"";"";"";"";"";"";"";"U. of Akron-22"
375;172.0;5;"Ohio";18;46;45;"";"Jun 22";"";"";"";"";"";"";"";"Quinnipiac U.-5"
376;152.5;4;"Ohio";18;45;43;"";"Jun 02";"";"";"";"";"";"";"";"Fox News-4"
377;130.0;3;"Ohio";18;49;51;"";"May 10";"";"";"";"";"";"";"";"Emerson Coll.-3"
378;113.5;6;"Ohio";18;45;44;"";"Apr 25";"";"";"";"";"";"";"";"Baldwin Wallace U.-6"
379;81.0;9;"Ohio";18;43;47;"";"Mar 25";"";"";"";"";"";"";"";"Baldwin Wallace U.-9"
380;72.5;6;"Ohio";18;49;45;"";"Mar 15";"";"";"";"";"";"";"";"Marist Coll.-6"
381;249.0;7;"Oklahoma";7;35;60;"";"Sep 08";"";"";"";"";"";"";"";"Sooner Poll-7"
382;155.5;2;"Oklahoma";7;36;55;"";"Jun 04";"";"";"";"";"";"";"";"Amber Integrated-2"
383;66.5;4;"Oklahoma";7;33;57;"";"Mar 08";"";"";"";"";"";"";"";"Amber Integrated-4"
384;42.5;4;"Oklahoma";7;34;62;"";"Feb 13";"";"";"";"";"";"";"";"Cole Hargrave Snodgrass-4"
385;249.5;6;"Oregon";7;51;39;"";"Sep 08";"";"";"";"";"";"";"";"DHM Research-6"
386;270.0;3;"Pennsylvania";20;49;40;"";"Sep 27";"";"";"";"";"";"";"";"Siena Coll.-3"
387;269.0;3;"Pennsylvania";20;50;45;"";"Sep 26";"";"";"";"";"";"";"";"TIPP-3"
388;267.5;6;"Pennsylvania";20;54;45;"";"Sep 26";"";"";"";"";"";"";"";"Langer Research-6"
389;265.5;4;"Pennsylvania";20;51;44;"";"Sep 23";"";"";"";"";"";"";"";"Fox News-4"
390;261.0;7;"Pennsylvania";20;48;42;"";"Sep 20";"";"";"";"";"";"";"";"Franklin+Marshall Coll.-7"
391;259.5;12;"Pennsylvania";20;49;45;"";"Sep 21";"";"";"";"";"";"";"";"YouGov-12"
392;259.0;15;"Pennsylvania";20;47;45;"";"Sep 22";"";"";"";"";"";"";"";"Baldwin Wallace U.-15"
393;257.5;6;"Pennsylvania";20;49;46;"";"Sep 16";"";"";"";"";"";"";"";"Ipsos-6"
394;257.0;3;"Pennsylvania";20;49;44;"";"Sep 14";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-3"
395;257.0;5;"Pennsylvania";20;52;45;"";"Sep 15";"";"";"";"";"";"";"";"Civiqs-5"
396;253.5;4;"Pennsylvania";20;48;43;"";"Sep 11";"";"";"";"";"";"";"";"Climate Nexus-4"
397;248.5;4;"Pennsylvania";20;51;44;"";"Sep 06";"";"";"";"";"";"";"";"TargetSmart-4"
398;247.5;8;"Pennsylvania";20;53;44;"";"Sep 07";"";"";"";"";"";"";"";"Marist Coll.-8"
399;246.5;12;"Pennsylvania";20;49;46;"";"Sep 08";"";"";"";"";"";"";"";"Benenson Strategy/GS Strategy-12"
400;245.0;5;"Pennsylvania";20;48;43;"";"Sep 03";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-5"
401;243.0;5;"Pennsylvania";20;52;44;"";"Sep 01";"";"";"";"";"";"";"";"Quinnipiac U.-5"
402;242.5;4;"Pennsylvania";20;49;46;"";"Aug 31";"";"";"";"";"";"";"";"Monmouth U.-4"
403;239.0;3;"Pennsylvania";20;48;48;"";"Aug 27";"";"";"";"";"";"";"";"Pulse Opinion Research-3"
404;238.5;10;"Pennsylvania";20;49;45;"";"Aug 30";"";"";"";"";"";"";"";"Morning Consult-10"
405;233.0;7;"Pennsylvania";20;49;42;"";"Aug 23";"";"";"";"";"";"";"";"Franklin+Marshall Coll.-7"
406;229.5;2;"Pennsylvania";20;48;41;"";"Aug 17";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-2"
407;228.0;5;"Pennsylvania";20;51;44;"";"Aug 17";"";"";"";"";"";"";"";"Civiqs-5"
408;227.0;7;"Pennsylvania";20;49;45;"";"Aug 17";"";"";"";"";"";"";"";"Muhlenberg Coll.-7"
409;222.0;3;"Pennsylvania";20;53;47;"";"Aug 10";"";"";"";"";"";"";"";"Emerson Coll.-3"
410;218.5;4;"Pennsylvania";20;49;43;"";"Aug 07";"";"";"";"";"";"";"";"YouGov-4"
411;205.0;7;"Pennsylvania";20;50;41;"";"Jul 26";"";"";"";"";"";"";"";"Franklin+Marshall Coll.-7"
412;204.0;3;"Pennsylvania";20;44;43;"";"Jul 23";"";"";"";"";"";"";"";"Zogby Analytics-3"
413;203.5;10;"Pennsylvania";20;50;42;"";"Jul 26";"";"";"";"";"";"";"";"Morning Consult-10"
414;202.0;3;"Pennsylvania";20;48;41;"";"Jul 21";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-3"
415;201.0;3;"Pennsylvania";20;50;39;"";"Jul 20";"";"";"";"";"";"";"";"Fox News-3"
416;197.5;2;"Pennsylvania";20;51;46;"";"Jul 16";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
417;193.0;5;"Pennsylvania";20;52;42;"";"Jul 13";"";"";"";"";"";"";"";"Monmouth U.-5"
418;167.0;3;"Pennsylvania";20;49;39;"";"Jun 16";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-3"
419;164.0;9;"Pennsylvania";20;50;40;"";"Jun 16";"";"";"";"";"";"";"";"Siena Coll.-9"
420;133.0;5;"Pennsylvania";20;48;39;"";"May 14";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-5"
421;114.5;6;"Pennsylvania";20;49;43;"";"Apr 26";"";"";"";"";"";"";"";"Harper Polling-6"
422;111.5;2;"Pennsylvania";20;51;44;"";"Apr 21";"";"";"";"";"";"";"";"PPP-2"
423;110.5;4;"Pennsylvania";20;50;42;"";"Apr 21";"";"";"";"";"";"";"";"Fox News-4"
424;108.5;6;"Pennsylvania";20;46;40;"";"Apr 20";"";"";"";"";"";"";"";"Ipsos-6"
425;81.0;9;"Pennsylvania";20;45;46;"";"Mar 25";"";"";"";"";"";"";"";"Baldwin Wallace U.-9"
426;67.0;3;"Pennsylvania";20;46;40;"";"Mar 08";"";"";"";"";"";"";"";"YouGov-3"
427;47.0;9;"Pennsylvania";20;47;47;"";"Feb 20";"";"";"";"";"";"";"";"Muhlenberg Coll.-9"
428;46.5;10;"Pennsylvania";20;46;45;"";"Feb 20";"";"";"";"";"";"";"";"YouGov-10"
429;46.0;7;"Pennsylvania";20;50;42;"";"Feb 18";"";"";"";"";"";"";"";"Quinnipiac U.-7"
430;43.0;13;"Pennsylvania";20;47;42;"";"Feb 18";"";"";"";"";"";"";"";"Expedition Strategies-13"
431;2.0;1;"Rhode Island";4;55;40;"";"Jan 02";"";"";"";"";"";"";"";"Election 2016-1"
432;267.5;4;"South Carolina";9;42;52;"";"Sep 25";"";"";"";"";"";"";"";"YouGov-4"
433;259.5;10;"South Carolina";9;44;50;"";"Sep 20";"";"";"";"";"";"";"";"Morning Consult-10"
434;256.0;5;"South Carolina";9;45;51;"";"Sep 14";"";"";"";"";"";"";"";"Quinnipiac U.-5"
435;214.0;5;"South Carolina";9;42;47;"";"Aug 03";"";"";"";"";"";"";"";"Quinnipiac U.-5"
436;210.5;10;"South Carolina";9;44;49;"";"Aug 02";"";"";"";"";"";"";"";"Morning Consult-10"
437;145.5;4;"South Carolina";9;42;52;"";"May 26";"";"";"";"";"";"";"";"Civiqs-4"
438;60.5;4;"South Carolina";9;48;52;"";"Mar 02";"";"";"";"";"";"";"";"Emerson Coll.-4"
439;57.5;4;"South Carolina";9;42;48;"";"Feb 28";"";"";"";"";"";"";"";"AtlasIntel-4"
440;32.0;3;"South Carolina";9;40;52;"";"Feb 02";"";"";"";"";"";"";"";"East Carolina U.-3"
441;2.0;1;"South Dakota";3;32;62;"";"Jan 02";"";"";"";"";"";"";"";"Election 2016-1"
442;134.5;18;"Tennessee";11;42;51;"";"May 22";"";"";"";"";"";"";"";"SSRS-18"
443;117.5;10;"Tennessee";11;36;53;"";"May 01";"";"";"";"";"";"";"";"East Tennessee State U.-10"
444;29.0;3;"Tennessee";11;39;55;"";"Jan 30";"";"";"";"";"";"";"";"Mason-Dixon-3"
445;269.5;2;"Texas";38;48;48;"";"Sep 26";"";"";"";"";"";"";"";"PPP-2"
446;263.0;5;"Texas";38;45;50;"";"Sep 21";"";"";"";"";"";"";"";"Quinnipiac U.-5"
447;263.0;7;"Texas";38;43;46;"";"Sep 22";"";"";"";"";"";"";"";"Siena Coll.-7"
448;260.5;4;"Texas";38;46;48;"";"Sep 18";"";"";"";"";"";"";"";"YouGov-4"
449;245.5;2;"Texas";38;47;48;"";"Sep 02";"";"";"";"";"";"";"";"PPP-2"
450;243.5;6;"Texas";38;46;48;"";"Sep 02";"";"";"";"";"";"";"";"U. of Texas-6"
451;238.5;10;"Texas";38;47;48;"";"Aug 30";"";"";"";"";"";"";"";"Morning Consult-10"
452;234.5;2;"Texas";38;48;47;"";"Aug 22";"";"";"";"";"";"";"";"PPP-2"
453;221.5;10;"Texas";38;41;48;"";"Aug 13";"";"";"";"";"";"";"";"YouGov-10"
454;210.5;10;"Texas";38;47;46;"";"Aug 02";"";"";"";"";"";"";"";"Morning Consult-10"
455;203.5;10;"Texas";38;47;45;"";"Jul 26";"";"";"";"";"";"";"";"Morning Consult-10"
456;200.0;5;"Texas";38;45;44;"";"Jul 20";"";"";"";"";"";"";"";"Quinnipiac U.-5"
457;190.5;4;"Texas";38;45;46;"";"Jul 10";"";"";"";"";"";"";"";"YouGov-4"
458;185.0;9;"Texas";38;48;43;"";"Jul 07";"";"";"";"";"";"";"";"U. of Texas-9"
459;176.5;2;"Texas";38;48;46;"";"Jun 25";"";"";"";"";"";"";"";"PPP-2"
460;176.0;11;"Texas";38;44;48;"";"Jun 29";"";"";"";"";"";"";"";"YouGov-11"
461;173.5;4;"Texas";38;45;44;"";"Jun 23";"";"";"";"";"";"";"";"Fox News-4"
462;170.5;2;"Texas";38;46;48;"";"Jun 19";"";"";"";"";"";"";"";"PPP-2"
463;155.5;2;"Texas";38;48;48;"";"Jun 04";"";"";"";"";"";"";"";"PPP-2"
464;151.0;5;"Texas";38;43;44;"";"Jun 01";"";"";"";"";"";"";"";"Quinnipiac U.-5"
465;130.0;3;"Texas";38;48;52;"";"May 10";"";"";"";"";"";"";"";"Emerson Coll.-3"
466;118.5;2;"Texas";38;47;46;"";"Apr 28";"";"";"";"";"";"";"";"PPP-2"
467;113.5;10;"Texas";38;43;43;"";"Apr 27";"";"";"";"";"";"";"";"U. of Texas-10"
468;105.5;10;"Texas";38;44;49;"";"Apr 19";"";"";"";"";"";"";"";"YouGov-10"
469;58.5;8;"Texas";38;43;47;"";"Mar 02";"";"";"";"";"";"";"";"AtlasIntel-8"
470;56.0;5;"Texas";38;45;49;"";"Feb 27";"";"";"";"";"";"";"";"Marist Coll.-5"
471;55.0;5;"Texas";38;48;47;"";"Feb 26";"";"";"";"";"";"";"";"SSRS-5"
472;52.5;10;"Texas";38;44;45;"";"Feb 26";"";"";"";"";"";"";"";"U. of Texas-10"
473;35.5;10;"Texas";38;43;47;"";"Feb 09";"";"";"";"";"";"";"";"YouGov-10"
474;25.5;10;"Texas";38;44;46;"";"Jan 30";"";"";"";"";"";"";"";"U. of Texas-10"
475;18.5;6;"Texas";38;40;54;"";"Jan 21";"";"";"";"";"";"";"";"Data for Progress-6"
476;14.5;10;"Texas";38;46;51;"";"Jan 19";"";"";"";"";"";"";"";"Texas Lyceum-10"
477;253.5;6;"Utah";6;35;53;"";"Sep 12";"";"";"";"";"";"";"";"RMG Research-6"
478;211.5;6;"Utah";6;31;50;"";"Aug 01";"";"";"";"";"";"";"";"RMG Research-6"
479;133.0;7;"Utah";6;41;44;"";"May 15";"";"";"";"";"";"";"";"Y2 Analytics-7"
480;85.5;10;"Utah";6;41;46;"";"Mar 30";"";"";"";"";"";"";"";"Y2 Analytics-10"
481;18.5;8;"Utah";6;31;49;"";"Jan 22";"";"";"";"";"";"";"";"RMG Research-8"
482;253.0;13;"Vermont";3;56;32;"";"Sep 15";"";"";"";"";"";"";"";"Braun Research-13"
483;259.0;13;"Virginia";13;48;43;"";"Sep 21";"";"";"";"";"";"";"";"Christopher Newport U.-13"
484;246.0;11;"Virginia";13;53;39;"";"Sep 07";"";"";"";"";"";"";"";"Virginia Commonwealth U.-11"
485;228.5;14;"Virginia";13;53;39;"";"Aug 22";"";"";"";"";"";"";"";"Roanoke Coll.-14"
486;203.5;10;"Virginia";13;52;41;"";"Jul 26";"";"";"";"";"";"";"";"Morning Consult-10"
487;197.0;9;"Virginia";13;50;39;"";"Jul 19";"";"";"";"";"";"";"";"Virginia Commonwealth U.-9"
488;130.5;14;"Virginia";13;51;39;"";"May 16";"";"";"";"";"";"";"";"Roanoke Coll.-14"
489;92.0;15;"Virginia";13;51;41;"";"Apr 08";"";"";"";"";"";"";"";"Virginia Commonwealth U.-15"
490;57.5;4;"Virginia";13;45;38;"";"Feb 28";"";"";"";"";"";"";"";"Hampton University-4"
491;44.5;10;"Virginia";13;48;40;"";"Feb 18";"";"";"";"";"";"";"";"Roanoke Coll.-10"
492;255.0;7;"Washington";12;58;36;"";"Sep 14";"";"";"";"";"";"";"";"Strategies 360-7"
493;206.5;6;"Washington";12;62;28;"";"Jul 27";"";"";"";"";"";"";"";"SurveyUSA-6"
494;140.5;2;"Washington";12;59;37;"";"May 20";"";"";"";"";"";"";"";"PPP-2"
495;138.5;4;"Washington";12;57;31;"";"May 19";"";"";"";"";"";"";"";"SurveyUSA-4"
496;94.0;7;"Washington";12;52;39;"";"Apr 06";"";"";"";"";"";"";"";"EMC Research-7"
497;65.0;3;"Washington";12;57;34;"";"Mar 06";"";"";"";"";"";"";"";"SurveyUSA-3"
498;2.0;1;"West Virginia";5;27;69;"";"Jan 02";"";"";"";"";"";"";"";"Election 2016-1"
499;266.0;5;"Wisconsin";10;54;44;"";"Sep 24";"";"";"";"";"";"";"";"Marist Coll.-5"
500;259.5;12;"Wisconsin";10;50;46;"";"Sep 21";"";"";"";"";"";"";"";"YouGov-12"
501;259.0;15;"Wisconsin";10;50;41;"";"Sep 22";"";"";"";"";"";"";"";"Baldwin Wallace U.-15"
502;258.0;5;"Wisconsin";10;47;41;"";"Sep 16";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-5"
503;257.5;6;"Wisconsin";10;48;43;"";"Sep 16";"";"";"";"";"";"";"";"Ipsos-6"
504;257.0;5;"Wisconsin";10;51;44;"";"Sep 15";"";"";"";"";"";"";"";"Civiqs-5"
