cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0007,0.0021,,360,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000275,0,,36,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000325,0.020825,,359,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0006,0.005425,,358,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00175,0.0033,,357,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00035,0.003475,,356,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0022,0.00185,,355,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0002,0.00205,,354,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00125,0.014325,,353,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00035,0.00845,,352,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000675,0.00365,,351,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003475,0.005,,350,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000275,0.000025,,35,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0029,0.002075,,349,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001625,0.00345,,348,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0012,0.003625,,347,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000675,0.002625,,346,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00115,0.001775,,345,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00295,0.006875,,344,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00085,0.003475,,343,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0029,0.00395,,342,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001025,0.00485,,341,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001775,0.0033,,340,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0,,34,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0017,0.00225,,339,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00165,0.007,,338,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0042,0.007825,,337,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0007,0.00285,,336,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0047,0.006,,335,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001075,0.0082,,334,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001725,0.00545,,333,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00155,0.002,,332,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0021,0.001775,,331,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001275,0.0051,,330,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000325,0,,33,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0013,0.00295,,329,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0032,0.002175,,328,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0016,0.003225,,327,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005175,0.0031,,326,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00275,0.003675,,325,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00125,0.00545,,324,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00115,0.0051,,323,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002725,0.00315,,322,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0021,0.002175,,321,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002125,0.00525,,320,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0005,0,,32,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0022,0.014575,,319,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002375,0.005625,,318,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001825,0.002025,,317,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0049,0.002975,,316,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001925,0.00615,,315,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001025,0.004375,,314,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0013,0.00645,,313,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004175,0.0047,,312,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003,0.00205,,311,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004025,0.002175,,310,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00035,0,,31,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00245,0.005975,,309,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001225,0.00775,,308,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001,0.0029,,307,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0039,0.002875,,306,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002125,0.003175,,305,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0024,0.004425,,304,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00145,0.00255,,303,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0024,0.001875,,302,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002825,0.002325,,301,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00425,0.001925,,300,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0,,30,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0,,3,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0023,0.002825,,299,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001175,0.005975,,298,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000875,0.0051,,297,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00385,0.001575,,296,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003375,0.00435,,295,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0043,0.00655,,294,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002525,0.003825,,293,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001875,0.002925,,292,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001875,0.0063,,291,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003875,0.01325,,290,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000325,0,,29,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0034,0.006075,,289,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001125,0.002475,,288,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0009,0.00205,,287,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004,0.003775,,286,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00465,0.003325,,285,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0047,0.002875,,284,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003925,0.0026,,283,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001925,0.00265,,282,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001525,0.001375,,281,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0046,0.00755,,280,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000275,0,,28,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005,0.015275,,279,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00185,0.007975,,278,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001225,0.001725,,277,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00245,0.00175,,276,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0037,0.003325,,275,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002675,0.00615,,274,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0044,0.005875,,273,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00255,0.003375,,272,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00115,0.001275,,271,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003275,0.003225,,270,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000125,0,,27,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004775,0.004775,,269,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003225,0.003275,,268,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001275,0.00115,,267,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003375,0.00255,,266,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005875,0.0044,,265,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00615,0.002675,,264,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003325,0.0037,,263,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00175,0.00245,,262,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001725,0.001225,,261,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.007975,0.00185,,260,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0,,26,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.015275,0.005,,259,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00755,0.0046,,258,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001375,0.001525,,257,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00265,0.001925,,256,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0026,0.003925,,255,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002875,0.0047,,254,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003325,0.00465,,253,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003775,0.004,,252,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00205,0.0009,,251,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002475,0.001125,,250,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000225,0,,25,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.006075,0.0034,,249,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.01325,0.003875,,248,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0063,0.001875,,247,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002925,0.001875,,246,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003825,0.002525,,245,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00655,0.0043,,244,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00435,0.003375,,243,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001575,0.00385,,242,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0051,0.000875,,241,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005975,0.001175,,240,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0001,0,,24,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002825,0.0023,,239,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001925,0.00425,,238,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002325,0.002825,,237,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001875,0.0024,,236,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00255,0.00145,,235,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004425,0.0024,,234,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003175,0.002125,,233,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002875,0.0039,,232,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0029,0.001,,231,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00775,0.001225,,230,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0003,0,,23,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005975,0.00245,,229,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002175,0.004025,,228,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00205,0.003,,227,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0047,0.004175,,226,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00645,0.0013,,225,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004375,0.001025,,224,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00615,0.001925,,223,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002975,0.0049,,222,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002025,0.001825,,221,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005625,0.002375,,220,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0,,22,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.014575,0.0022,,219,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00525,0.002125,,218,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002175,0.0021,,217,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00315,0.002725,,216,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0051,0.00115,,215,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00545,0.00125,,214,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003675,0.00275,,213,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0031,0.005175,,212,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003225,0.0016,,211,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002175,0.0032,,210,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000125,0,,21,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00295,0.0013,,209,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0051,0.001275,,208,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001775,0.0021,,207,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002,0.00155,,206,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00545,0.001725,,205,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0082,0.001075,,204,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.006,0.0047,,203,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00285,0.0007,,202,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.007825,0.0042,,201,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.007,0.00165,,200,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000125,0,,20,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0,,2,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00225,0.0017,,199,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0033,0.001775,,198,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00485,0.001025,,197,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00395,0.0029,,196,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003475,0.00085,,195,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.006875,0.00295,,194,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001775,0.00115,,193,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002625,0.000675,,192,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003625,0.0012,,191,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00345,0.001625,,190,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0,,19,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002075,0.0029,,189,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005,0.003475,,188,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00365,0.000675,,187,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00845,0.00035,,186,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.014325,0.00125,,185,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00205,0.0002,,184,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00185,0.0022,,183,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003475,0.00035,,182,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0033,0.00175,,181,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005425,0.0006,,180,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0,,18,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.020825,0.000325,,179,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0021,0.0007,,178,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001925,0.00035,,177,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00635,0.00315,,176,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001975,0.001325,,175,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0033,0.0002,,174,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.004875,0.00035,,173,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001125,0.00065,,172,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0019,0.000325,,171,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.006875,0.000125,,170,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0,,17,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.007625,0.00055,,169,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001075,0.00025,,168,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00185,0.0003,,167,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0032,0.000175,,166,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001825,0.000275,,165,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0052,0.000375,,164,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.02025,0.0003,,163,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00155,0.00055,,162,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001925,0.00015,,161,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.006375,0.000425,,160,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000175,0,,16,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001725,0.0001,,159,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001575,0.0003,,158,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0038,0.0002,,157,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0022,0.00025,,156,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001425,0.000225,,155,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002575,0.0003,,154,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001425,0.000025,,153,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001475,0.000075,,152,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00195,0.00025,,151,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003975,0.000275,,150,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000125,0,,15,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001775,0.000175,,149,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003475,0.000075,,148,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0044,0.00005,,147,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000875,0.0001,,146,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001225,0.000075,,145,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0024,0.00005,,144,14:59:03 28 Sep 2020,40000
